210.39.147	中国	华南	广东省	惠州市	教育网
210.39.152	中国	华南	广东省	惠州市	教育网
210.39.154	中国	华南	广东省	惠州市	教育网
210.39.155	中国	华南	广东省	惠州市	教育网
210.39.157	中国	华南	广东省	惠州市	教育网
210.39.159	中国	华南	广东省	惠州市	教育网
210.39.144	中国	华南	广东省	惠州市	教育网
210.39.145	中国	华南	广东省	惠州市	教育网
210.39.146	中国	华南	广东省	惠州市	教育网
210.39.149	中国	华南	广东省	惠州市	教育网
210.39.148	中国	华南	广东省	惠州市	教育网
210.39.156	中国	华南	广东省	惠州市	教育网
210.39.158	中国	华南	广东省	惠州市	教育网
210.39.151	中国	华南	广东省	惠州市	教育网
210.39.153	中国	华南	广东省	惠州市	教育网
210.39.150	中国	华南	广东省	惠州市	教育网
210.41.7	中国	西南	西藏自治区	拉萨市	教育网
210.41.6	中国	西南	西藏自治区	拉萨市	教育网
210.41.8	中国	西南	西藏自治区	拉萨市	教育网
210.41.0	中国	西南	西藏自治区	拉萨市	教育网
210.41.1	中国	西南	西藏自治区	拉萨市	教育网
210.41.2	中国	西南	西藏自治区	拉萨市	教育网
210.41.15	中国	西南	西藏自治区	拉萨市	教育网
210.41.5	中国	西南	西藏自治区	拉萨市	教育网
210.41.16	中国	西南	西藏自治区	拉萨市	教育网
210.41.4	中国	西南	西藏自治区	拉萨市	教育网
210.41.10	中国	西南	西藏自治区	拉萨市	教育网
210.41.20	中国	西南	西藏自治区	拉萨市	教育网
210.41.9	中国	西南	西藏自治区	拉萨市	教育网
210.41.21	中国	西南	西藏自治区	拉萨市	教育网
210.41.11	中国	西南	西藏自治区	拉萨市	教育网
210.41.23	中国	西南	西藏自治区	拉萨市	教育网
210.41.12	中国	西南	西藏自治区	拉萨市	教育网
210.41.3	中国	西南	西藏自治区	拉萨市	教育网
210.41.25	中国	西南	西藏自治区	拉萨市	教育网
210.41.26	中国	西南	西藏自治区	拉萨市	教育网
210.41.14	中国	西南	西藏自治区	拉萨市	教育网
210.41.27	中国	西南	西藏自治区	拉萨市	教育网
210.41.30	中国	西南	西藏自治区	拉萨市	教育网
210.41.13	中国	西南	西藏自治区	拉萨市	教育网
210.41.29	中国	西南	西藏自治区	拉萨市	教育网
210.41.28	中国	西南	西藏自治区	拉萨市	教育网
210.41.18	中国	西南	西藏自治区	拉萨市	教育网
210.41.17	中国	西南	西藏自治区	拉萨市	教育网
210.41.22	中国	西南	西藏自治区	拉萨市	教育网
210.41.19	中国	西南	西藏自治区	拉萨市	教育网
210.41.31	中国	西南	西藏自治区	拉萨市	教育网
210.41.24	中国	西南	西藏自治区	拉萨市	教育网
101.76.64	中国	华东	江苏省	南京市	教育网
101.76.65	中国	华东	江苏省	南京市	教育网
101.76.66	中国	华东	江苏省	南京市	教育网
101.76.69	中国	华东	江苏省	南京市	教育网
101.76.67	中国	华东	江苏省	南京市	教育网
101.76.70	中国	华东	江苏省	南京市	教育网
101.76.68	中国	华东	江苏省	南京市	教育网
101.76.72	中国	华东	江苏省	南京市	教育网
101.76.71	中国	华东	江苏省	南京市	教育网
101.76.73	中国	华东	江苏省	南京市	教育网
101.76.74	中国	华东	江苏省	南京市	教育网
101.76.75	中国	华东	江苏省	南京市	教育网
101.76.77	中国	华东	江苏省	南京市	教育网
101.76.76	中国	华东	江苏省	南京市	教育网
101.76.82	中国	华东	江苏省	南京市	教育网
101.76.79	中国	华东	江苏省	南京市	教育网
101.76.78	中国	华东	江苏省	南京市	教育网
101.76.86	中国	华东	江苏省	南京市	教育网
101.76.83	中国	华东	江苏省	南京市	教育网
101.76.91	中国	华东	江苏省	南京市	教育网
101.76.80	中国	华东	江苏省	南京市	教育网
101.76.81	中国	华东	江苏省	南京市	教育网
101.76.89	中国	华东	江苏省	南京市	教育网
101.76.94	中国	华东	江苏省	南京市	教育网
101.76.84	中国	华东	江苏省	南京市	教育网
101.76.85	中国	华东	江苏省	南京市	教育网
101.76.92	中国	华东	江苏省	南京市	教育网
101.76.87	中国	华东	江苏省	南京市	教育网
101.76.88	中国	华东	江苏省	南京市	教育网
101.76.100	中国	华东	江苏省	南京市	教育网
101.76.96	中国	华东	江苏省	南京市	教育网
101.76.90	中国	华东	江苏省	南京市	教育网
101.76.93	中国	华东	江苏省	南京市	教育网
101.76.101	中国	华东	江苏省	南京市	教育网
101.76.103	中国	华东	江苏省	南京市	教育网
101.76.97	中国	华东	江苏省	南京市	教育网
101.76.95	中国	华东	江苏省	南京市	教育网
101.76.106	中国	华东	江苏省	南京市	教育网
101.76.104	中国	华东	江苏省	南京市	教育网
101.76.109	中国	华东	江苏省	南京市	教育网
101.76.98	中国	华东	江苏省	南京市	教育网
101.76.99	中国	华东	江苏省	南京市	教育网
101.76.108	中国	华东	江苏省	南京市	教育网
101.76.102	中国	华东	江苏省	南京市	教育网
101.76.105	中国	华东	江苏省	南京市	教育网
101.76.111	中国	华东	江苏省	南京市	教育网
101.76.112	中国	华东	江苏省	南京市	教育网
101.76.114	中国	华东	江苏省	南京市	教育网
101.76.115	中国	华东	江苏省	南京市	教育网
101.76.110	中国	华东	江苏省	南京市	教育网
101.76.107	中国	华东	江苏省	南京市	教育网
101.76.113	中国	华东	江苏省	南京市	教育网
101.76.125	中国	华东	江苏省	南京市	教育网
101.76.117	中国	华东	江苏省	南京市	教育网
101.76.116	中国	华东	江苏省	南京市	教育网
101.76.118	中国	华东	江苏省	南京市	教育网
101.76.127	中国	华东	江苏省	南京市	教育网
101.76.126	中国	华东	江苏省	南京市	教育网
101.76.119	中国	华东	江苏省	南京市	教育网
101.76.120	中国	华东	江苏省	南京市	教育网
101.76.121	中国	华东	江苏省	南京市	教育网
101.76.122	中国	华东	江苏省	南京市	教育网
101.76.124	中国	华东	江苏省	南京市	教育网
101.76.123	中国	华东	江苏省	南京市	教育网
211.70.67	中国	华东	江苏省	镇江市	教育网
211.70.66	中国	华东	江苏省	镇江市	教育网
211.70.65	中国	华东	江苏省	镇江市	教育网
211.70.64	中国	华东	江苏省	镇江市	教育网
59.71.60	中国	华中	湖南省	衡阳市	教育网
59.71.61	中国	华中	湖南省	衡阳市	教育网
202.201.115	中国	西北	宁夏回族自治区	银川市	教育网
202.201.116	中国	西北	宁夏回族自治区	银川市	教育网
202.201.117	中国	西北	宁夏回族自治区	银川市	教育网
202.201.119	中国	西北	宁夏回族自治区	银川市	教育网
202.201.124	中国	西北	宁夏回族自治区	银川市	教育网
202.201.125	中国	西北	宁夏回族自治区	银川市	教育网
202.201.112	中国	西北	宁夏回族自治区	银川市	教育网
202.201.126	中国	西北	宁夏回族自治区	银川市	教育网
202.201.127	中国	西北	宁夏回族自治区	银川市	教育网
202.201.114	中国	西北	宁夏回族自治区	银川市	教育网
202.201.113	中国	西北	宁夏回族自治区	银川市	教育网
202.201.128	中国	西北	宁夏回族自治区	银川市	教育网
202.201.132	中国	西北	宁夏回族自治区	银川市	教育网
202.201.120	中国	西北	宁夏回族自治区	银川市	教育网
202.201.118	中国	西北	宁夏回族自治区	银川市	教育网
202.201.135	中国	西北	宁夏回族自治区	银川市	教育网
202.201.121	中国	西北	宁夏回族自治区	银川市	教育网
202.201.122	中国	西北	宁夏回族自治区	银川市	教育网
202.201.138	中国	西北	宁夏回族自治区	银川市	教育网
202.201.140	中国	西北	宁夏回族自治区	银川市	教育网
